NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD,ID ACT
ASADOR LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RUTA 14 PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PICAÃ±A ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PACHA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TEMATE ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
MINUTAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BATUTA EMPANADADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA LA CATRINA GAUCHA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
MASSI RESTAURANT ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ESCONDITE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA BOCHA ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINA EXPRESS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINIA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADOR LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA BODEGA DE LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA EL PORTEÃ±ITO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA ARGENTINA GRILL,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BARRIO DE LA BOCA RESTAURANTE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CARLITOS COMIDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CAMPO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADOR LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
MINUTAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TEMATE ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PACHA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RUTA 14 PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL RINCÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINÃ­SIMA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VID ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CH! ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CONFETTI PASTAS FRESCAS Y EMPANADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTALIA RESTAURANTE ITALO-ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
SABOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PROVOLETA ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PIZZERIA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VID ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PIBE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PARRILLADA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARRACHERA ARGENTINA (BRASIL),CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ASADO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL CHURRASCO ARGENTINIAN STEAK HOUSE,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
QUINCHO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA POPULAR ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CANCHERO CON ACENTO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BARRA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL BIFE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PROBOLETA ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BARRIO BOCA PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LAS CAÃ±ITAS FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ESCARAPELA BODEGÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA POSTA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINÃ­SIMA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PARRILLADA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA POPULAR ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VID ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BARRA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA ESTACION ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTALIA RESTAURANTE ITALO-ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PIBE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ESCARPELA BODEGÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VID ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PROBOLETA ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CASA DIEGO PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LAS CAÃ±ITAS FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PROVOLETA ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA EL DIEGO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PIZZERIA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL RINCÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ESCARAPELA BODEGÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL CHURRASCO ARGENTINIAN STEAK HOUSE,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA NÃ¡POLES,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BB PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARRACHERA ARGENTINA (BRASIL),CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PARRILLADA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ASADO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PIZZERIA ARGENTINA CONDESA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE ARGENTINISIMA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ESTANCIA LA HERRADURA - COMIDAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
INSOPORTABLEMENTE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHANGARRO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VID ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL BIFE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TORTAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADO ARGENTINO CABELLO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA RURAL ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
QUINCHO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TORTAS ARGENTINAS CHEF GUEVARA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA BOCA EMPANADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EMPANADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LIO PARILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
MAS EMPANADAS ARGENTINAS PLAZA REAL,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RINCON ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ITALIAN STEAK HOUSE,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ITALIAN STEAK HOUSE,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA EMPANADA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FINCA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ORIGEN ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADERO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL GAUCHO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADERO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA EMPANADA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PLATA 47 BIFERÃ­A ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHE PIBE RESTAURANTE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA ESTANCIA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL DIEGO PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA CASITA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINA EXPRESS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA ESTANCIA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL ARGENTINISIMO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHANGARRO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TORTAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
"PARRILLA ARGENTINA ""EL GAUCHITO""",CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINI'S,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACS ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COSTILLITAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EMPANADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA AUTÃ©NTICA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VID ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FAINA - EMPANADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADOR ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PIBE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL VID ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL PIBE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE ALLENDE CARNES ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LOS PIBES ARGENTINOS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL TACO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA DON TOTA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
"""LA BRIGADA"", PARRILLA ARGENTINA",CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
MOY PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TACOS CORTÃ© ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL RINCÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RICA PANCITA LA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
"PARRILLA ARGENTINA ""EL GAUCHITO""",CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARGENTINI'S,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACS ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COSTILLITAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EMPANADAS ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA VACA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA AUTÃ©NTICA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL PIBE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE ALLENDE CARNES ARGENTINAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LOS PIBES ARGENTINOS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FONDA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHE ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL TACO ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PARRILLA ARGENTINA DON TOTA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
"""LA BRIGADA"", PARRILLA ARGENTINA",CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
MOY PARRILLA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TACOS CORTÃ© ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL RINCÃ³N ARGENTINO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RICA PANCITA LA ARGENTINA,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARIGATO COCINA JAPONESA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GROSHI EXPRES QUERETARO,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
I M ASIA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PANDA EXPRESS QUERETARO,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BAMBOO COMIDA CHINA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHINESE FOOD,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COMIDA CHINA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COMIDA CHINA HUA YUAN,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COMIDA CHINA YONG XING,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GRAN COMIDA CHINA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE DE COMIDA CHINA TAKA TAKA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE DE COMIDA CHINA VONHU,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE DE COMIDA CHINA WING WAH,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TONG FONG,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARROSHITO,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
GENKI SUSHI,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
UKI UKI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
DOMU,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
PANDA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
YA AX,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
XING SHENG,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
YAMMY YOMMY,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
RESTAURANTE HO WAH,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
PRODUCTOS ROCHIN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
GRILL EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AKAI TERIYAKI EXPRESS,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALLI ORIENTAL,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COMIDA CHINA,SUSHI/ASIATICA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
COMIDA HONG KONG EXPRESS,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
MOMIJI EXPRESS COMIDA CHINA,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUNSHINE CHINESW FOOD EXPRESS,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
MOMIJI EXPRESS COMIDA CHINA,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
LONG HUA COMIDA CHINA,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
RESTAURANTE DE COMIDA CHINA,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
RESTAURAT JADE GARDEN COMIDA CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
DINASTY CHINESE FOOD EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA WAN LI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LA COMIDA CHINA DE LUPITA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ORIENTA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ZHONG-HUA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANT HUANG CUANG,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANT LONG CHENG,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANTE LONG YIUN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ZHONG-HUA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY LEGENDARY CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANT HUANG CUANG,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANT LONG CHENG,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANTE LONG YIUN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LA FE CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
P'AN KU CHINESE BUFFET,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LA FE CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY LEGENDARY CHINESE FOOD MUNDO E,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DINASTY CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY LEGENDARY CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
