NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD,ID ACT
ALIMENTOS VENTA DE HELADOSS Y BIONICOS,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALTA GARRAFA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
YOGEN FRUZ,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
YOGURT HERT,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
CERO GRADOS PALETERIA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA LA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA LA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA MAYRA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA SIN NOMBRE,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PRODUCTOS HELADOS YUGUI,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERÍA Y NEVERÍA LA FLOR DE MICHOACÁN,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA LA MEZTICITA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA LA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
LA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
LA MICHOACANA VENTA DE NIEVES,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
MARTHAS MEXICAN GELATO-POP BAR,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
VENTA Y COMPRA DE PALETAS SIN NOMBRE,CAFÉ/PANADERÍA/HELADOS,Restaurantes de autoservicio,722516
HELADERIA DEL BARRIO,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de alimentos en unidades móviles,722330
HELADO MIO,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de alimentos en unidades móviles,722330
NIEVES ARTESANALES FERSS,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de alimentos en unidades móviles,722330
HELADOS,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de alimentos en unidades móviles,722330
HELADOS ARTSANALES,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de alimentos en unidades móviles,722330
ICE CREAM Y SODAS,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de alimentos en unidades móviles,722330
ITALIAN HELADOS,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
GELATO ITALIANO,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TERRAZZA ITALIANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
HELADOS LA ITALIANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
GELATO ITALIANO,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
GELATERIA ITALIANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
HELADO OBSCURO,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
INNSALATTA,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
NUTRI-BIONICOS,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL PROFETA,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
SALAD EXPRES,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA HAMACA,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FITBAR,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GREEN BOX,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
REFORMA MARKET,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BOT NICO,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
VERDE VIDA,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
1OX PROTEIN BAR,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
A MI CLUB NUTRICION,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
A SUPER BIONICOS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALIMENTACION ALTERNATIVA GP,SALUDABLE,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ALIMENTOS NATURALES EL SEÑOR SOL,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALIMENTOS NUTRITIVOSDE OCCIDENTE,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALIMENTOS NUTRITIVOSDE OCCIDENTE,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
ALIMENTOS RÁPIDOS DE OCCIDENTE S. DE R.L. DE C.V.,SALUDABLE,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ALKA NATURAL FRESH,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALTA FIBRA RESTAURANTE VEGETARIANO,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALTA TECNOLOGIA EN ALIMENTOS FUNCIONALES,SALUDABLE,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AUXILIAR DE FRUTERIA,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
VERDULERIA JUICE MARKET LOMAS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALIMENTACION INTEGRAL,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PRODUCTOS NATURISTAS RISHI,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PRODUCTOS NUTRICIONALES,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PROTEIN BAR,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
SOL DE CAMPO VENTA DE PRODUCTOS ORGANICOS Y NATURALES,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
VENTA DE DESAYUNOS HEALTY FOOD,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
VICA COCINA DE UN VALLE,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
VIDA VERDE,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BEE NATURA,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BODEGA SALAD FRESH,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EAT GREEN,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LO NATURAL,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
COMIDA NUTRITIVA DON GALLO MUNCHIES,SALUDABLE,Restaurantes de autoservicio,722516
LITTLE SALADS,SALUDABLE,Restaurantes de autoservicio,722516
RIO DE ENSALADAS Y BAGGETS,SALUDABLE,Restaurantes de autoservicio,722516
FIT FOOD,SALUDABLE,Restaurantes de autoservicio,722516
FRUTERIA EL LAUREL,SALUDABLE,Restaurantes de autoservicio,722516
MICHAEL DELICIOUS SANDWICH,SALUDABLE,Restaurantes de autoservicio,722516
PUNTO SANO,SALUDABLE,Restaurantes de autoservicio,722516
ALCATRAZ VAGETARIANO,SALUDABLE,Restaurantes que preparan otro tipo de alimentos para llevar,722518
HEALTHY MEALS,SALUDABLE,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LET IT ROLL,SALUDABLE,Restaurantes que preparan otro tipo de alimentos para llevar,722518
NATURE,SALUDABLE,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AL NATURAL ENSALADAS,SALUDABLE,Servicios de preparación de alimentos en unidades móviles,722330
HERBALIFE,SALUDABLE,Servicios de preparación de alimentos en unidades móviles,722330
TROPIC & SALADS COMIDA SALUDABLE AL NATURAL,SALUDABLE,Servicios de preparación de alimentos en unidades móviles,722330
ZUMBA Y NUTRCION FIT CLUB,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
CASA CLUB HERBALIFE,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
CLUB DE NUTRICIN HERBALIFE,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
COCTELES DE FRUTA SIN NOMBRE,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
COCTELES DE FRUTAS,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
COCTELES DOÑA CUCA,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
DESAYUNADOR DE HGC,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
DESAYUNADOR HERBALIFE,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
MUNDO SANO,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
NATURAL LUNCH,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
UNETE A MI CLUB HERBALIFE,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
BAGUETTES SIN NOMBRE,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGUETTES Y ENSALADAS GABY,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGUETTOS,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGUIDELI,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGETT,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGUETERIA NUEVE,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGUETO,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BAGUETOS,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
BROT BAGUETTES Y SALADS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
DELIZ ENSALADAS Y BAGUETTES,SALUDABLE,Restaurantes de autoservicio,722516
ENSALADAS Y BAGUETHS PAU,SALUDABLE,Restaurantes de autoservicio,722516
ENSALADAS Y BAGUETTE CHAT,SALUDABLE,Restaurantes de autoservicio,722516
GREEN LEAF,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GREEN LIFE COMIDA DE PANINIS Y BAGUETTES,SALUDABLE,Restaurantes de autoservicio,722516
GREEN POINT,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
GREEN SALADS,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GREEN SALADS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
GREEN SALADSFRESH AND READY,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
GREEN SKY,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GREENER S,SALUDABLE,Restaurantes de autoservicio,722516
GREENWAY SALADS,SALUDABLE,Restaurantes de autoservicio,722516
GREND SALAD,SALUDABLE,Restaurantes de autoservicio,722516
NORBETS BAGUETTES,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PUNTTO BAGUETTE,SALUDABLE,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
SALAATTI BAGUETTES,SALUDABLE,Restaurantes de autoservicio,722516
SALAD Y SALADS,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
SALADS ENSALADAS Y BAGETTS,SALUDABLE,Restaurantes de autoservicio,722516
SALADS Y BAGUETTES,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
COSECHA ENSALADAS Y BAGUETES,SALUDABLE,Restaurantes de autoservicio,722516
DELI BIONICOS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
DELI FRESH,SALUDABLE,Restaurantes de autoservicio,722516
DELI FRUT,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
DELI GARDEN,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
DELI HOUSE,SALUDABLE,Servicios de preparación de otros alimentos para consumo inmediato,722519
DELI JUICE,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
DELI LINCH,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
DELI LUNCH,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
DELI SALADS,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
DELI SALADS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
DELI SALADS,SALUDABLE,Restaurantes de autoservicio,722516
ENSALADAS BARRA LIGTH,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ENSALADAS CAMALEON,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ENSALADAS CESARS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ENSALADAS CHICKEN HOUSE & SALADS,SALUDABLE,Restaurantes de autoservicio,722516
FOOD & SALADS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
FRESAS CON CREMA,SALUDABLE,Restaurantes con servicio de preparación de tacos y tortas,722514
FRESCA VIDA,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
FRESCO JUGOS LICUADOS Y MAS,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
FRESCO Y NATURAL JUGOS,SALUDABLE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
FRESH & DELI,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
FRESH N GREEN,SALUDABLE,Restaurantes de autoservicio,722516
HIERBAS FINAS PIZZERIA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
HOUSE PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
HOUSE PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IL FORNO PIZZAS A LA LEÑA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IL GINO PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IL PUNTO PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IL TAVOLO,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
IL TOÑO PIZZAS,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IRVINGS PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNIS GRAN PLAZA,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ITALINS PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALOS PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IZPIARES PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
JR PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
JR S PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
JUANITAS PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
JUGOS CRISTY,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
JUGOS CRUZ,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
JUGOS D. LIZ,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
JUGOS DE HOY,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
JUGOS DE LA HERRADURA,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
JUGOS DE LA TORRE,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
JUGOS DE PIÑA EL ROY,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
BEACON AND BREAD PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
BEBIDAS PREPARADAS MICHES NATZ,BAR/ALITAS,"Bares, cantinas y similares",722412
BEBIDAS Y BOTANAS,BAR/ALITAS,"Bares, cantinas y similares",722412
BEBIDAS Y MICHELADAS CAPRICHO,BAR/ALITAS,"Bares, cantinas y similares",722412
BEER AND GAMES,BAR/ALITAS,"Bares, cantinas y similares",722412
BEER CITY,BAR/ALITAS,"Bares, cantinas y similares",722412
BEER FACTORY DE MEXICO TLAQUEPAQUE,BAR/ALITAS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BEER GARDEN,BAR/ALITAS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BENITOS PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
BENVENUTI PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
BERES PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
BERTINI PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
BIONICOS Y ESCAMOCHAS LA BARCA,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
BIONICOS Y ESCAMOCHAS LA PIEDRA,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
BIONICOS Y ESCAMOCHAS LOS ORIGINALES,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
BIONICOS Y JUGOS SIN NOMBRE,SALUDABLE,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TIENDA COLEGIO COLON,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TIENDA COMEX TOREO,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TIENDA CON NACHITO,SNACKS/TIENDA/OTROS,Restaurantes con servicio de preparación de tacos y tortas,722514
TIENDA COPERATIVA PRIMARIA JOSE CLEMENTE OROZCO MATUTINO,SNACKS/TIENDA/OTROS,Restaurantes con servicio de preparación de tacos y tortas,722514
TIENDA DE ABARROTES,SNACKS/TIENDA/OTROS,Restaurantes con servicio de preparación de tacos y tortas,722514
TIENDA DE ABARROTES,SNACKS/TIENDA/OTROS,Restaurantes con servicio de preparación de tacos y tortas,722514
TIENDITA DE DULCES SIN NOMBRE,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TIENDITA DE LA ESCUELA,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TIENDITA DE LA ESCUELA,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TIENDITA DE LA ESCUELA 833 - TURNO MATUTINO,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
TOKAI,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TOKAI RESATURANTE,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TOKAI SUSHI,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TOKAI SUSHI BARRA,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
TOKIO COMIDA JAPONESA,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TOKIO COMIDA ORIENTAL,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
"COOPERATIVA ESCOLAR, ESCUELA PRIMARIA COSÍO VIDAURRI",SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
"COOPERATIVA ESCOLAR, ESCUELA PRIMARIA MARIA CONCEPCION BECERRA DE CELIS",SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
COOPERATIVA ESCOLARESCUELA PRIMARIA HERMENEGILDO GALEANA TURNO MATUTINO,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
LA TIENDITA,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
LA TIENDITA DE MAGO,SNACKS/TIENDA/OTROS,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
LA TIENDITA DE PEPSI,SNACKS/TIENDA/OTROS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVE DE GARRAFA,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
NIEVE DE GARRAFA DE LA RIVERA DE JOCOTEPEC,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVE DE GARRAFA LOS ANDES,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVE DE GARRAFA LOS CAPRICHOS DE FRIDA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVE DE GARRAFA MEXICALTIZNGO,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVES RASPADAS,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVES RASPADAS,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
NIEVES RASPADAS GABY,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
NIEVES RASPADAS LA ARBOLEDA,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
NIEVES RASPADAS SIN NOMBRE,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
NIEVES Y AGUAS FRESCAS SO GOOD,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVES Y BIONICOS SIN NOMBRE,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
NIEVES Y CAFETERIA ARRAÑAGA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA AGUAS LOCAS FRIKI,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA AMERICA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA AQUILES,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA BUBU ICE,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA CENTENOS ICE CREAM,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA DOÑA ESTHER,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA LA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA LA MICHOACANA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA ANGELUS,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA ANI,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
PALETERIA Y NEVERIA FRIS S,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
THIRFTY ICE CREAM,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
THRIFTY NEVERIA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
THIRFTY ICE CREAM,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
THRIFTY NEVERIA,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ICE CREAM SWEET,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
VENTA DE HELADO FRITO SIN NOMBRE,CAFÉ/PANADERÍA/HELADOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
VENTA DE HELADOS DE YOGURT MOYO,CAFÉ/PANADERÍA/HELADOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
